Read input file. Dedected 134 training Configurations.
         5363383 function calls (5293827 primitive calls) in 6.569 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       33    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:453(_get_xdg_cache_dir)
       16    0.000    0.000    0.000    0.000 core.py:2811(parseImpl)
        1    0.000    0.000    0.000    0.000 _kdtree.py:189(KDTree)
        1    0.000    0.000    0.000    0.000 actions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
       19    0.000    0.000    0.000    0.000 path.py:191(_update_values)
        3    0.000    0.000    0.000    0.000 blas.py:410(get_blas_funcs)
        1    0.000    0.000    0.000    0.000 parallel.py:89(get_active_backend)
        1    0.000    0.000    0.000    0.000 contour.py:76(ContourLabeler)
        2    0.000    0.000    0.000    0.000 core.py:6684(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        2    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        1    0.000    0.000    0.000    0.000 core.py:185(update_user_library)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:451(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
        1    0.000    0.000    0.000    0.000 expand.py:451(LazyMappingProxy)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1843(Arc)
        1    0.000    0.000    0.000    0.000 uuid.py:713(uuid4)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 bdist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:180(TickHelper)
       48    0.000    0.000    0.000    0.000 lapack.py:876(backtickrepl)
        1    0.000    0.000    0.000    0.000 geo.py:344(MollweideAxes)
      137    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:220(Japanese)
      194    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 markers.py:275(Marker)
        1    0.000    0.000    0.000    0.000 _base.py:546(<dictcomp>)
        1    0.000    0.000    0.000    0.000 geo.py:253(AitoffAxes)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        3    0.000    0.000    0.000    0.000 version.py:60(_BaseVersion)
        1    0.000    0.000    0.000    0.000 globals.py:250(setup_globals)
        2    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
       39    0.000    0.000    0.000    0.000 dataclasses.py:388(<listcomp>)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:817(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:414(LambertAxes)
      140    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.000    0.000 dataclasses.py:549(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:6508(__array_finalize__)
       37    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       51    0.000    0.000    0.000    0.000 rcsetup.py:360(validate_fontsize)
      102    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
       11    0.000    0.000    0.000    0.000 decorator.py:127(update)
      120    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        9    0.000    0.000    0.000    0.000 __init__.py:1455(debug)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 globals.py:51(setup_scalar_globals)
        1    0.000    0.000    0.000    0.000 geo.py:299(HammerAxes)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
      157    0.000    0.000    0.000    0.000 textwrap.py:482(predicate)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        5    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:1(<module>)
       91    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
        1    0.000    0.000    0.000    0.000 _decomp.py:1(<module>)
        2    0.000    0.000    0.000    0.000 types.py:69(new_class)
       24    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
      296    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
       12    0.000    0.000    0.000    0.000 __init__.py:65(check_isinstance)
      156    0.000    0.000    0.000    0.000 _deprecated_my_exceptions.py:102(<lambda>)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _interpolate.py:785(_get_dtype)
      252    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       35    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 threading.py:1379(__init__)
      144    0.000    0.000    0.000    0.000 core.py:1917(__hash__)
       79    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:524(get_data_path)
        4    0.000    0.000    0.000    0.000 __init__.py:818(<dictcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:1548(__init_subclass__)
       31    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1277(AnnotationBbox)
       44    0.000    0.000    0.000    0.000 core.py:1837(set_name)
       67    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
       22    0.000    0.000    0.000    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:398(select_from)
      548    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 filelist.py:1(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        2    0.000    0.000    0.000    0.000 basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 setupcfg.py:464(ConfigMetadataHandler)
        1    0.000    0.000    0.000    0.000 patches.py:2810(Angle3)
        3    0.000    0.000    0.000    0.000 patches.py:2170(<listcomp>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 backend_bases.py:732(GraphicsContextBase)
       10    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
      278    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3508(__str__)
        1    0.000    0.000    0.000    0.000 patches.py:1282(FancyArrow)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        1    0.000    0.000    0.000    0.000 _adapters.py:31(DegenerateFiles)
        1    0.000    0.000    0.000    0.000 __init__.py:339(<listcomp>)
        9    0.000    0.000    0.000    0.000 getlimits.py:648(__init__)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
      145    0.000    0.000    0.000    0.000 inspect.py:182(ismodule)
      103    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
      166    0.000    0.000    0.000    0.000 fromnumeric.py:3121(ndim)
        1    0.000    0.000    0.000    0.000 cm.py:334(ScalarMappable)
        1    0.000    0.000    0.000    0.000 patches.py:1614(Annulus)
        3    0.000    0.000    0.000    0.000 core.py:1606(__invert__)
      141    0.000    0.000    0.000    0.000 cycler.py:239(__iter__)
       47    0.000    0.000    0.000    0.000 core.py:2336(parseImpl)
      137    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
        1    0.000    0.000    0.000    0.000 dates.py:1648(MicrosecondLocator)
      134    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:137(Button)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        1    0.000    0.000    0.000    0.000 widgets.py:942(CheckButtons)
      376    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
        2    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        8    0.000    0.000    0.000    0.000 typing.py:1349(__init_subclass__)
       43    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      137    0.000    0.000    0.000    0.000 dataclasses.py:438(_field_assign)
        1    0.000    0.000    0.000    0.000 ccompiler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1891(_MathStyle)
       14    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 monkey.py:36(get_unpatched)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3465(parseImpl)
       16    0.000    0.000    0.000    0.000 results.py:431(__iadd__)
        3    0.000    0.000    0.000    0.000 core.py:4716(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
       12    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        3    0.000    0.000    0.000    0.000 core.py:5428(__init__)
        1    0.000    0.000    0.000    0.000 dist.py:45(Distribution)
        6    0.000    0.000    0.000    0.000 deprecation.py:508(suppress_matplotlib_deprecation_warning)
       20    0.000    0.000    0.000    0.000 _pslinux.py:625(<listcomp>)
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2717(FigureManagerBase)
       48    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:710(open_binary)
      205    0.000    0.000    0.000    0.000 typing.py:1736(cast)
      161    0.000    0.000    0.000    0.000 util.py:196(escape_re_range_char)
        1    0.000    0.000    0.000    0.000 widgets.py:312(Slider)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2863(_Mode)
       97    0.000    0.000    0.000    0.000 core.py:5690(<genexpr>)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
       94    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       16    0.000    0.000    0.000    0.000 cycler.py:52(_process_keys)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3738(And)
       37    0.000    0.000    0.000    0.000 inspect.py:2002(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 _globals.py:97(_CopyMode)
        2    0.000    0.000    0.000    0.000 _manylinux.py:15(_ELFFileHeader)
       81    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:108(ConversionInterface)
        1    0.000    0.000    0.000    0.000 table.py:35(Cell)
        1    0.000    0.000    0.000    0.000 __init__.py:226(<listcomp>)
        1    0.000    0.000    0.000    0.000 dop853_coefficients.py:1(<module>)
       12    0.000    0.000    0.000    0.000 core.py:5644(<lambda>)
       49    0.000    0.000    0.000    0.000 results.py:191(__getitem__)
       25    0.000    0.000    0.000    0.000 _util.py:380(<genexpr>)
       37    0.000    0.000    0.000    0.000 pathlib.py:598(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 __init__.py:3238(_initialize)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
       12    0.000    0.000    0.000    0.000 __init__.py:1862(get_aliased_and_aliases)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1362(MouseButton)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:880(__iter__)
       36    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
        1    0.000    0.000    0.000    0.000 cm.py:29(__getattr__)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        1    0.000    0.000    0.000    0.000 core.py:29(__getattr__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:670(get_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:351(get_provider)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 widgets.py:1372(RadioButtons)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:978(clear)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
